"COMPANYNUMBER","EQUIPMENTNUMBER","DESC25A","DESC25B","DESC25C","SERIALNUMBER","MODELNO","EQUIPSTATCDE","DEPARTMENTNO","ITEMCLASS","JOBNUMBER","WHSE","MODELYR"
1,"58380","ROTAIR","DS185 - T4F","","C40149","","5",112,500,"311970","",2017
1,"58390","ROTAIR","DS185-T4F","","C40148","","2",92,500,"309970","",2017
1,"58400","ROTAIR","DS185-T4F","","C40151","","5",22,500,"302970","",2017
1,"58410","ROTAIR","DS185-T4F","","C40152","","5",22,500,"302970","",2017
1,"58420","ROTAIR","DS185-T4F","","C40153","","5",22,500,"302970","",2017
1,"90170","LED LIGHTING CHATSORTH","","","","","2",2,0,"300970","",2017
1,"37490","JOHN DEERE","60 G","","1FF060GXCHJ288643","","5",112,321,"311970","",2017
1,"37500","JOHN DEERE","60 G","","1FF060GXAHJ288645","","5",42,321,"304970","",2017
1,"58430","ROTAIR","DS185-T4F","","C40164","","2",92,500,"309970","",2017
1,"49030","MARKSMAN","MINI EX TRAILER","","1M9BE1421HL516287","2100","5",22,401,"302970","",2017
1,"37510","JOHN DEERE","26 G","","1FF026GXPGK262613","","5",22,320,"302970","",2013
1,"37520","JOHN DEERE","26 G","","1FF026GXJGK262551","","5",22,320,"302970","",2017
1,"37530","JOHN DEERE","17 G","","1FF017GXLHK227217","","5",42,320,"304970","",2017
1,"20471","FORD","F450","","1FDUF4GT1HEB86732","20000","2",92,205,"309970","",2017
1,"16250","TOYOTA","TACOMA","","5TFRX5GN8HX096478","3915","5",122,105,"312970","",2017
1,"16260","TOYOTA","TACOMA","","5TFRX5GN1HX096967","3915","5",122,105,"312970","",2017
1,"16270","TOYOTA","TACOMA","","5TFRX5GN3HX098297","3980","5",122,105,"312970","",2017
1,"16280","TOYOTA","TACOMA","","5TFRX5GN2HX097982","3980","5",122,105,"312970","",2017
1,"16290","TOYOTA","TACOMA","","5TFRX5GN9HX097896","3980","5",122,105,"312970","",2017
1,"16300","TOYOTA","TACOMA","","5TFRX5GN9HX097333","3980","5",122,105,"312970","",2017
1,"16310","TOYOTA","TACOMA","","5TFRX5GNXHX096241","3980","5",122,105,"312970","",2017
1,"16320","TOYOTA","TACOMA","","5TFRX5GN0HX098077","3980","5",122,105,"312970","",2017
1,"16330","TOYOTA","TACOMA","","5TFRX5GN3HX097506","3980","5",122,105,"312970","",2017
1,"72101","HOLE HAWG","55P BASIC","","P55641S9523","","5",92,778,"309970","",2017
1,"72111","HOLE HAWG","55P BASIC","","P55638S9457","","5",92,778,"309970","",2017
1,"72121","HOLE HAWG","55 BASIC","","P55641S9522","","5",92,778,"309970","",2017
1,"72131","HOLE HAWG","55P BASIC","","P55641S9555","","5",92,778,"309970","",2017
1,"72141","MQ RAMMER","MTX60HD","","C9835","","5",92,708,"309970","",2017
1,"72151","MQ HAMMER","MTX60HD","","C9766","","4",0,708,"","",2017
1,"72161","MQ HAMMER","MTX60HD","","C9190","","5",92,708,"309970","",2017
1,"72171","MQ HAMMER","MTX60HD","","C9838","","5",92,708,"309970","",2017
1,"72181","MQ HAMMER","MTX60HD","","C9837","","4",0,708,"","",2017
1,"72191","MQ HAMMER","MTX60HD","","C9836","","5",52,708,"305970","",2017
1,"20481","FREIGHTLINER","CORONADO SUPER 10","4 AXLE","3ALHGND64FDGR0210","70000","5",42,241,"304970","",2015
1,"20491","FREIGHTLINER","CORONADO SUPER 10","4 AXLE","3ALHGND66FDGR0208","70000","5",42,241,"304970","",2015
1,"72201","HAWTHORNE PIPE CAMERA","SYS UNIT","","KEYHDD-12094","","4",0,758,"","",2017
1,"72211","HAWTHORNE PIPE CAMERA","SYS UNIT","","KEYHDD-12099","","4",0,758,"","",2017
1,"16340","FORD","F150","","1FTFX1CG6HKC86960","","8",2,110,"300970","",2017
1,"16350","FORD","F150","","1FTEX1CG9JFA44917","","5",22,110,"302970","",2018
1,"49040","MARKSMAN","MINI EX TRAILER","","1M9BE1425HL516289","2100","5",2,401,"300970","OOS",2017
1,"49050","MARKSMAN","MINI EX TRAILER","","1M9BE1423HL516288","2100","5",12,401,"301970","",2017
1,"90180","BHC COPIER","","","","","4",0,900,"","",0
1,"72221","HOLE HAWG","","","P55641S9576","","5",32,778,"303970","",2017
1,"72231","HOLE HAWG","","","P55641S9574","","5",32,778,"303970","",2017
1,"16360","FORD","ESCAPE","","1FMCU0GDXJUA04654","","7",2,100,"300970","",2018
1,"72241","HOLE HAWG","4 IN","","P110637S5879","","5",82,778,"308970","",2017
1,"72251","PROLINK","ULTRA STARTER","","11872","","5",42,780,"304970","",2017
1,"72261","PROLINK","ULTRA STARTER","","01182","","5",52,780,"305970","",2017
1,"72271","PROLINK","ULTRA STARTER","","11837","","5",22,780,"302970","",2017
1,"72281","PROLINK","ULTRA STARTER","","11831","","5",2,780,"300970","",2017
1,"33890","CASE","580 L","","JJG0189155","","7",2,300,"300970","",1995
1,"20501","FORD","F550","4X4-TACK RIG","1FDUF5HT2HEE58306","26000","5",62,220,"306970","",2017
1,"64480","HYSTER 60","JOHNSON LIFT","","D177B06254P","","5",42,660,"304970","",0
1,"20511","INTERNATIONAL","7400 SFA 6X4","","3HAWHTATXJL348210","70000","5",52,241,"305970","TAHOE",2018
1,"20521","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT1JL348211","70000","5",42,241,"304970","",2018
1,"20531","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT3JL348212","70000","5",112,241,"311970","",2018
1,"20541","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT5JL348213","70000","5",32,241,"303970","",2018
1,"20551","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT7JL348214","70000","5",92,241,"309970","",2018
1,"20561","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT9JL348215","70000","5",82,241,"308970","",2018
1,"16370","FORD","TRANSIT CONNECT","","NM0LS6E77H1295195","3407","5",32,100,"303970","",2017
1,"20571","FORD","F450","With Compressor # 52000","1FDUF4GT5HEE86824","26000","5",112,205,"311970","",2017
1,"20581","FORD","F450","","1FDUF4GT1HEE86822","26000","5",92,205,"309970","",2017
1,"20591","FORD","F450","","1FDUF4GT3HEE86823","26000","5",92,205,"309970","",2017
1,"72301","KUBOTA DIESEL SAW","MERIT 600-60HP","","670","","5",22,721,"302970","",2017
1,"72311","SOLAR TECH ARROWBOARD","","","4GM1M091441152676","","5",22,701,"302970","",2017
1,"72321","GRUNDOMAT","2 IN","","P55641S9575","","5",32,778,"303970","",2017
1,"72331","GRUNDOMAT","2 IN","","P55726S9790","","5",32,778,"303970","",2017
1,"72341","GRUNDOMAT","2 IN","","P55719S9764","","5",92,778,"309970","",2017
1,"72351","GRUNDOMAT","2 IN","","P55638S9463","","5",92,778,"309970","",2017
1,"72361","GRUNDOMAT","3 IN","","P85714S6601","","5",92,778,"309970","",2017
1,"40790","PIPE CAROUSEL","","","CA388290","","5",22,416,"302970","",1983
1,"40980","PIPE CAROUSEL","","","AZ129364","1200","5",22,416,"302970","",1988
1,"43880","WEIERS","","","4P5SA101112017549","5999","5",22,401,"302970","",2001
1,"20601","FORD","F450","2WD PAVING","1FDUF4GT0HED73251","26000","5",52,205,"305970","TAHOE",2017
1,"20611","FORD","F450","2WD","1FDUF4GT6HEF16056","26000","5",92,205,"309970","",2017
1,"20621","FORD","F450","2WD PAVING","1FDUF4GT7HED60772","26000","5",32,205,"303970","",2017
1,"90190","ALTALINK C8045","TNDEM TRAY","COPIER","8TB554161/LX102851","","4",0,0,"","",0
1,"20631","FORD","F450","","1FDUF4GT4HEF16055","26000","5",92,205,"309970","",2017
1,"16380","CHEVROLET","EXPRESS","","1GCWGAFG4H1333601","","5",2,100,"300970","",2017
1,"20641","FORD","F450","2WD-OVER CAB ARROW BOARD","1FDUF4GT6HDA02178","26000","5",82,205,"308970","",2017
1,"58440","UTILITY ROTAIR","185CFM","","C40922","","5",92,500,"309970","",2017
1,"58450","UTILITY ROTAIR","185CFM","","C40918","","5",32,500,"303970","",2017
1,"58460","UTILITY ROTAIR","185CFM","","C40917","","5",22,500,"302970","",2017
1,"58470","UTILITY ROTAIR","185CFM","","C40919","","5",12,500,"301970","",2017
1,"58480","UTILITY ROTAIR","185CFM","","C40925","","5",92,500,"309970","",2017
1,"58490","UTILITY ROTAIR","185CFM","","C40928","","5",102,500,"310970","",2017
1,"58500","UTILITY ROTAIR","185CFM","","C40920","","4",2,500,"300970","OOS",2017
1,"58510","UTILITY ROTAIR","185CFM","","C40916","","5",92,500,"309970","",2017
1,"58520","UTILITY ROTAIR","185CFM","","C40924","","5",22,500,"302970","",2017
1,"58530","UTILITY ROTAIR","185CFM","","C40921","","5",92,500,"309970","",2017
1,"72371","GRUNDOMAT","2.5 IN","","P65714S12223","","5",42,778,"304970","",2017
1,"72381","GRUNDOMAT","2.5 IN","","P65714S12228","","5",42,778,"304970","",2017
1,"58540","UTILITY ROTAIR","DS185T4F","","C40926","","5",32,500,"303970","",2017
1,"58550","UTILITY ROTAIR","DS185T4F","","C40927","","5",92,500,"309970","",2017
1,"72391","MQ HONDA","MTX 60","","B6377","","5",42,708,"304970","",2017
1,"72411","MQ HONDA","MTX 60","","B6380","","5",42,708,"304970","",2017
1,"72501","MQ HONDA","MTX 60","","C1927","","5",82,708,"308970","",2017
1,"16390","TOYOTA","PRIUS","","JTDKDTB34J1603700","","5",32,100,"303970","",2018
1,"16400","TOYOTA","PRIUS","","JTDKDTB30J1604083","","5",32,100,"303970","",2018
1,"16410","TOYOTA","PRIUS","","JTDKDTB3XJ1604155","","5",52,100,"305970","",2018
1,"16420","TOYOTA","PRIUS","","JTDKDTB31J1604075","","5",2,100,"300970","OOS",2018
1,"16430","TOYOTA","PRIUS","","JTDKDTB33J1605194","","5",102,100,"310970","",2018
1,"16440","TOYOTA","PRIUS","","JTDKDTB31J1605792","","8",2,100,"300970","",2018
1,"16450","TOYOTA","PRIUS","","JTDKDTB36J1602547","","8",2,100,"300970","",2018
1,"16460","TOYOTA","PRIUS","","JTDKDTB33J1602537","","5",102,100,"310970","",2018
1,"16470","TOYOTA","PRIUS","","JTDKDTB39J1603109","","2",12,100,"301970","",2018
1,"16480","TOYOTA","PRIUS","","JTDKDTB31J1604156","","5",112,100,"311970","",2018
1,"16490","TOYOTA","PRIUS","","JTDKDTB32J1603615","","5",92,100,"309970","",2018
1,"16500","TOYOTA","PRIUS","","JTDKDTB36J1605710","","5",42,100,"304970","",2018
1,"16510","TOYOTA","PRIUS","","JTDKDTB39J1603515","","5",12,100,"301970","",2018
1,"16520","TOYOTA","PRIUS","","JTDKDTB36J1603522","","5",112,100,"311970","",2018
1,"16530","TOYOTA","PRIUS","","JTDKDTB33J1601114","","7",12,100,"301970","",2018
1,"16540","TOYOTA","PRIUS","","JTDKDTB36J1605853","","5",92,100,"309970","",2018
1,"16550","TOYOTA","PRIUS","","JTDKDTB30J1602334","","7",12,100,"301970","",2018
1,"16560","TOYOTA","PRIUS","","JTDKDTB33J1602652","","5",12,100,"301970","",2018
1,"64490","LINCOLN","SA-200","","686532","","5",62,651,"306970","",1972
1,"64500","LINCOLN","SA-200","","714707","","5",62,651,"306970","",1973
1,"76995","DW TK RECON TRACKER","BEACON & DISPLY FOR 76990","","8414917","","4",0,690,"","",2017
1,"64510","HAMM","HD12VV","","2300540","","5",42,631,"304970","",2015
1,"64520","LINCOLN","CROSS COUNTRY 300","","U1171001840","","5",62,651,"306970","",2017
1,"64530","LINCOLN","CROSS COUNTRY 300","","U1171104896","","5",62,651,"306970","",2017
1,"64540","LINCOLN","CROSS COUNTRY 300","","U1171004919","","5",62,651,"306970","",2017
1,"64550","LINCOLN","CROSS COUNTRY 300","","U1171108649","","5",62,651,"306970","",2017
1,"90210","KIP 860 WIDE FRMT","COLOR PRINTER","","13561481","","4",82,990,"","",2017
1,"90220","SECURITY SYSTEM PHX","NORTH GATE","","","","4",0,0,"","",2017
1,"90230","SHADE STRUCTURE TRAINING","CRP","","","","4",0,0,"","",2017
1,"16570","FORD","F150","","1FTEX1CP9HKD89799","4499","5",82,110,"308970","",2018
1,"16580","FORD","F150","","1FTEX1CP2JKC41791","4502","5",42,110,"304970","",2018
1,"16590","FORD","F150","","1FTEX1CP6JKC83610","4502","5",52,110,"305970","TAHOE",2018
1,"16600","FORD","F150","","1FTEX1CPXJKC83609","4502","5",82,110,"308970","",2018
1,"16610","FORD","F150","","1FTEX1CP8JKC25644","4508","5",82,110,"308970","",2018
1,"64560","ERKAT 250","ROCK SAW ATTACHMENT","","212963","","5",22,690,"302970","",2017
1,"20651","FORD","F450","","1FDTF4GT6HEE58302","26000","5",92,205,"309970","",2017
1,"20661","FORD","F450","","1FDTF4GT4HEE58301","26000","5",22,205,"302970","",2017
1,"20671","FORD","F450","","1FDTF4GT0HEE49871","26000","5",32,205,"303970","",2017
1,"49060","PIPE CAROUSEL","","","CA1126935","950","5",32,416,"303970","",2018
1,"20681","FORD","F550","4X4-TACK RIG","1FDUF5HT5JEB31579","26000","5",62,220,"306970","",2018
1,"72511","DARBY EQUIPMENT","12-24","","324328","","5",62,757,"306970","",2017
1,"72521","DARBY EQUIPMENT","12-24","","324235","","5",62,757,"306970","",2017
1,"72531","DARBY EQUIPMENT","12-24","","324368","","5",62,757,"306970","",2017
1,"72541","DARBY EQUIPMENT","12-24","","324478","","5",62,757,"306970","",2017
1,"20691","FORD","F450","2WD","1FDUF4GT7HDA00696","26000","5",32,205,"303970","",2017
1,"16620","FORD","F150","","1FTEX1CP4JKC41792","4502","5",112,110,"311970","",2018
1,"16630","FORD","F150","","1FTEX1CP4JKC03558","4502","5",82,110,"308970","",2018
1,"16640","FORD","F150","","1FTEX1CP2JKC71373","4536","5",32,110,"303970","OOS",2018
1,"64570","TRACKER MARINE","","BOAT","BUJ51391I718","","7",2,690,"300970","",2017
1,"49070","TRACKER MARINE","TRAILSTAR","","4TM11JJ13JB001145","","7",2,401,"300970","",2017
1,"72551","GRUNDOMAT","55P BASIC","","P55641S9586","","5",92,778,"309970","",2018
1,"72561","GRUNDOMAT","55P BASIC","","P55634S9395","","5",92,778,"309970","",2018
1,"20701","FORD","F450","","1FDUF4GT4JDA00774","25999","5",102,205,"310970","",2018
1,"72571","SOLAR TECH","","","4GM1M091641452677","","5",22,701,"302970","",2018
1,"58560","ROTAIR","DS185T4F","","C40679","","5",92,500,"309970","",2017
1,"16650","TOYOTA","PRIUS","","JTDKDTB35J1607674","","5",112,100,"311970","",2018
1,"20711","FORD","F450","","1FDTF4GT4JDA00771","25999","5",22,205,"302970","",2018
1,"20721","FORD","F450","","1FDUF4GT6JDA00775","25999","5",92,205,"309970","",2018
1,"20731","FORD","F450","","1FDTF4GT2JDA00770","25999","2",92,205,"309970","",2018
1,"20741","FORD","F450","","1FDUF4GT0JDA00772","25999","2",92,205,"309970","",2018
1,"64580","BTI","","","K140509BDR","","5",52,659,"305970","",2018
1,"58570","ROTAIR","185CFM T4F","","C40686","","2",92,500,"309970","",2018
1,"58580","ROTAIR","185 CFM T4F","","C40688","","2",92,500,"309970","",2018
1,"58590","ROTAIR","185CFM T4F","","C40685","","5",92,500,"309970","",2018
1,"20751","FORD","F450","2WD","1FDUF4GT4JEB65783","25999","5",92,205,"309970","",2018
1,"58600","ROTAIR","185CFM","","C40680","","5",92,500,"309970","",2018
1,"64590","CATERPILLAR","D5K XL","PIPELAYER","CAT00D5KEWWW00986","","4",2,621,"300970","OOS",2010
1,"64600","CATERPILLAR","D5G LGP-WITH BLADE","","CAT00D5GCRKG02661","","4",2,621,"300970","",2006
1,"64610","CATERPILLAR","D5G LP-WITH BLADE","","CAT00D5GHRKG02584","","5",2,621,"300970","",2006
1,"64620","CATERPILLAR","D5G LGP-WITH BLADE","","CAT00D5GKRKG02673","","4",2,621,"300970","OOS",2006
1,"49080","MARKSMAN","","","1R9BE1428JL846111","2100","5",12,401,"301970","",2018
1,"49090","MARKSMAN","","","1R9BE1426JL846110","2100","5",52,401,"305970","",2018
1,"72581","MQ HONDA","RAMMER","","D2066","","5",12,708,"301970","",2018
1,"72591","MQ HONDA","RAMMER","","D2042","","5",12,708,"301970","",2018
1,"72601","MQ HONDA","RAMMER","","D2047","","5",82,708,"308970","",2018
1,"72611","MQ HONDA","RAMMER","","D2049","","5",82,708,"308970","",2018
1,"72631","MQ HONDA","RAMMER","","D2064","","5",82,708,"308970","",2018
1,"72641","MQ HONDA","RAMMER","","C1938","","5",92,708,"309970","",2018
1,"20761","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT1KL608897","70000","5",32,241,"303970","",2018
1,"72651","GRUNDOMAT","55P","","P55802S9975","","5",92,778,"309970","",2018
1,"72661","GRUNDOMAT","55P","","P55802S9976","","5",92,778,"309970","",2018
1,"16660","FORD","F150","","1FTEX1C53JKD08526","4391","5",12,110,"301970","",2018
1,"90240","C70 MFP","70PPM COLOR XC702","","E2B670751","","4",0,0,"","",218
1,"90250","ALTALINK","C8045 TNDEM TRAY","","8TB574563","","4",0,0,"","",2018
1,"20771","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT6KL608894","70000","5",92,241,"309970","",2018
1,"20781","INTERNATIONAL","7400 SFA 6X4","","3HAWHTAT8KL608895","70000","5",52,241,"305970","TAHOE",2018
1,"20791","INTERNATIONAL","7400 SFA 6X4","","3HAWHTATXKL608896","70000","4",2,241,"300970","OOS",2018
1,"72671","GRUNDOMAT","55P","","P55616S9092","","5",92,778,"309970","",2018
1,"20801","FORD","F450","LIFTGATE","1FDUF4GT0JEB40945","25999","5",82,205,"308970","",2018
1,"64630","ROAD HOG","PUB 72","","1802052","","5",32,688,"303970","",2018
1,"64640","HAMM","HD12VV","","H2300559","","5",112,631,"311970","",2015
1,"37540","JOHN DEERE","310 SL","","1T0310SLCJF329167","","5",92,300,"309970","",2018
1,"58610","CIASON","TSH10304DC","","285070532","","5",102,500,"310970","",2018
1,"90330","MILLER SPECTRUM 875","AUTO LINE AIR PLSMA CUTTR","","MJ134024P","","5",42,900,"304970","",2018
1,"72691","HOLE HAWG","55P BASIC","","P55812S10072","","5",92,778,"309970","",2018
1,"72681","HOLE HAWG","55P BASIC","","P55812S10071","","5",92,778,"309970","",2018
1,"37550","VERMEER","T655IIITR","","1VR7120H3C1000182","","4",2,347,"300970","OOS",2012
1,"49100","MARKSMAN","MINI EX","","1R9BE1425JL846163","2100","5",82,401,"308970","",2018
1,"49110","MARKSMAN","MINI EX","","1R9BE1427JL846164","2100","5",12,401,"301970","",2018
1,"37560","JOHN DEERE","310 SL","","1T0310SLEJF329600","","5",32,300,"303970","",2018
1,"37570","JOHN DEERE","310 SL","","1T0310SLJJF330494","","5",42,300,"304970","",2018
1,"37580","JOHN DEERE","310 SL","","1T0310SLHJF330504","","5",32,300,"303970","",2018
1,"37590","JOHN DEERE","310 SL","","1T0310SLLJF330534","","5",92,300,"309970","",2018
1,"49120","PIPE CAROUSEL","2"" - 3""","","CA1126990","1200","5",112,416,"311970","",2018
1,"16670","TOYOTA","PRIUS","","JTDKDTB35J1607044","","5",32,100,"303970","",2018
1,"64650","JOHN DEERE","755K","","1T0755KXLEE259921","","5",22,603,"302970","",2014
1,"49130","CAROUSEL TRAILER","2""-3""","","CA1126991","","5",112,416,"311970","",2018
1,"72711","HATHORN PIPE CAMERA","SYS UNIT","","KEY-12104","","5",32,758,"303970","",2018
1,"64660","OZZIE MINI PADDR ATTCHMNT","","","OPM-348","","5",22,680,"302970","",2018
1,"72721","MQ HONDA RAMMER","","","D3622","","5",2,708,"300970","",2018
1,"72731","MQ HONDA RAMMER","","","D3612","","5",2,708,"300970","",2018
1,"72741","MQ HONDA RAMMER","","","D3611","","5",2,708,"300970","",2018
1,"72751","MQ HONDA RAMMER","","","D3613","","5",32,708,"303970","",2018
1,"72761","MQ HONDA RAMMER","","","D3616","","5",2,708,"300970","",2018
1,"72771","MQ HONDA RAMMER","","","D3621","","5",2,708,"300970","",2018
1,"72781","MQ HONDA RAMMER","","","D3620","","5",92,708,"309970","",2018
1,"72791","MQ HONDA RAMMER","","","D3614","","5",42,708,"304970","",2018
1,"72801","MQ HONDA RAMMER","","","D3619","","5",2,708,"300970","",2018
1,"80030","MQ VIBRA PLATE","W/ GX160 & WATER TANK","MVC88VTHW","D3383","","5",2,821,"300970","",2018
1,"49140","PIPE CAROUSEL","2-3""","","CA1126996","","5",112,416,"311970","",2018
1,"64670","MILLER","MILLERMATIC 252","","MJ070447N","","5",92,651,"309970","",2018
1,"16680","FORD","TRANSIT CONNECT XL","","NM0LS6E75J1365153","3415","5",122,100,"312970","",2018
1,"16690","FORD","TRANSIT CONNECT XL","","NM0LS6E74J1347775","3415","5",122,100,"312970","",2018
1,"16700","FORD","TRANSIT CONNECT XL","","NM0LS6E70J1360118","3415","5",122,100,"312970","",2018
1,"16710","FORD","TRANSIT CONNECT XL","","NM0LS6E72J1351131","3415","4",2,100,"300970","OOS",2018
1,"72811","GRUNDOMAT","","","P55532S8724","","5",32,778,"303970","",0
1,"64680","CLUB CAR","XRT800","UTV 2WD ELEC 4SEAT CANOPY","XF1342411187","","7",42,690,"304970","",2013
1,"64690","CLUB CAR","XRT1550 SE D","UTV 4WD DSL 4SEAT ROPS","SY1336395109","","5",42,690,"304970","",2013
1,"16720","FORD","F150","SUPER CAB","1FTEX1CPXJKC25371","4502","5",102,110,"310970","",2018
1,"72821","PIT BULL 28","AT 805 505","","C87213","","5",82,733,"308970","",2018
1,"64700","MULTIQUIP","RIDE ON ROLLER","","180608","","5",12,631,"301970","",2018
1,"72831","HOLE HAWG","65P PKG","","p65714s12224","","5",102,778,"310970","",2018
1,"72841","HOLE HAWG","65P PKG","","P65706S12075","","5",102,778,"310970","",2018
1,"49150","40' PIPE TRAILER","SPECIAL CONST.","","DMV58494NV","3360","4",2,418,"300970","OOS",2018
1,"49160","2"" - 3"" CAROUSEL","","","AZ364259","","5",12,416,"301970","",2018
1,"49170","VALEW HAUL-ALL","48' EQ TRAILER","","1V9SH4828JA192262","17380","5",2,440,"300970","",2018
1,"72851","GRUNDOMATS","2 1/2 IN","","P65629S11488","","5",12,778,"301970","",2018
1,"72861","GRUNDOMATS","2 1/2 IN","","P65641S11822","","5",12,778,"301970","",2018
1,"64710","CONEQTEC UNIVERSAL","AP600HD","","C12015","","7",2,635,"300970","",2011
1,"64720","SWEEPSTER","20572M-0022","","1033027","","5",42,688,"304970","",2010
1,"58620","ROTAIR","DS 185 T4F","","C41035","","5",92,500,"309970","",2017
1,"58630","ROTAIR","DS 185 T4F","","C41037","","5",2,500,"300970","OOS",2017
1,"72871","GRUNDOMAT","65PK BASIC","","PK65 812 3674","","5",12,778,"301970","",2018
1,"72881","GRUNDOMAT","65PK BASIC","","PK65 812 3675","","5",12,778,"301970","",2018
1,"72891","GRUNDOMAT","55P BASIC","","P55641S9597","","5",92,778,"309970","",2018
1,"72901","GRUNDOMAT","55P BASIC","","P55813S10132","","5",92,778,"309970","",2018
1,"72911","GRUNDOMAT","55P BASIC","","P55813S10133","","5",92,778,"309970","",2018
1,"72921","GRUNDOMAT","55P BASIC","","P55813S10134","","5",92,778,"309970","",2018
1,"72931","GRUNDOMAT","55P","","P55813S10135","","5",92,778,"309970","",2018
1,"72941","GRUNDOMAT","55P BASIC","","P55813S10236","","5",92,778,"309970","",2018
1,"37600","JOHN DEERE","26G","","1FF026GXCHK263291","","4",12,320,"301970","OOS",2018
1,"37610","JOHN DEERE","26 G","","1FF026GXCHK263095","","4",12,320,"301970","OOS",2018
1,"72951","MQ HONDA","MTX60HD","","D4727","","5",12,708,"301970","",2018
1,"72961","MQ HONDA","MTX60HD","","D4728","","5",42,708,"304970","",2018
1,"72971","MQ HONDA","MTX60HD","","D3618","","5",82,708,"308970","",2018
1,"72981","MQ HONDA","MTX60HD","","D4736","","4",0,708,"","",2018
1,"72991","MQ HONDA","MTX60HD","","D4698","","5",12,708,"301970","",2018
1,"73001","2 1/2 GRUNDOMAT","","","P55816S10246","","5",32,778,"303970","",2018
1,"73011","2 1/2 IN GRUNDOMAT","","","P55816S10233","","5",32,778,"303970","",2018
1,"73031","MECO NISSAN FLAT SAW","M-42WC3G-04","","7190","","5",32,721,"303970","",2004
1,"49180","DITCH WITCH","FX25","","1DSB122R7J1700361","5250","5",32,432,"303970","",2018
1,"49190","DITCH WITCH","FX25","","1DSB122R7G1700336","5250","5",32,432,"303970","",2018
1,"73051","VERISIGHT","PRO 200","","CVP0499/VPP0499","","5",82,758,"308970","",2018
1,"58640","CIASON","TS-HI030HDC","","285070533","","5",22,500,"302970","",2018
1,"73061","MQ RAMMER","MTX60HD","","D5507","","5",12,708,"301970","",2018
1,"73071","MQ RAMMER","MTX60HD","","D5510","","5",32,708,"303970","",2018
1,"73081","MQ RAMMER","MTX60HD","","D3903","","5",32,708,"303970","",2018
1,"73091","MQ RAMMER","MTX60HD","","D4071","","5",32,708,"303970","",2018
1,"64730","MULTIQUIP","GAW-180HEA","","5574894","","5",42,651,"304970","",2018
1,"64740","CATERPILLAR","262D XPS","","CAT0262DTDTB06529","","5",62,600,"306970","TUC",2017
1,"64750","CATERPILLAR","PC306B ATTACMENT","","0PCT01338","","5",62,635,"306970","TUC",2016
1,"64760","CATERPILLAR","BU115 ATTACHMENT","","0JXS02526","","5",62,688,"306970","TUC",2018
1,"73101","MQ RAMMER","MTX-60","","D5597","","4",0,708,"","",2018
1,"73111","HOLE HAWG","55 P BASIC","","P55829S10492","","5",32,778,"303970","",2018
1,"73121","HOLE HAWG","55P BASIC","","955829S10493","","5",32,778,"303970","",2018
1,"73131","MQ RAMMER","MTX60HD","","D5735","","5",2,708,"300970","",2018
1,"73141","MQ RAMMER","MTX60HD","","D5724","","5",2,708,"300970","",2018
1,"73151","MQ RAMMER","MTX60HD","","D5508","","5",2,708,"300970","",2018
1,"49200","DITCH WITCH","FX25","SN#DWPFX25XCJ0000504","1DSB122C3J1700837","2550","5",32,432,"303970","",2018
1,"73161","GRUNDOMATS","55P BASIC PKG","","P55829S10490","","5",32,778,"303970","",2018
1,"73171","GRUNDOMATS","55 BASIC PKG","","P55829S10491","","5",32,778,"303970","",2018
1,"40570","SAW TRAILER","","","1M9T101E2H1250156","","5",32,470,"303970","",0
1,"73181","GRUNDOMAT","55P BASIC","","PP55820S10339","","5",32,778,"303970","",2018
1,"73191","GRUNDOMAT","55P BASIC","","PP55820S10340","","5",32,778,"303970","",2018
1,"73201","MQ RAMMER","MTX60HD","","D7415","","4",0,708,"","",2018
1,"73211","MQ RAMMER","MTX60HD","","D6704","","4",0,708,"","",2018
1,"73221","MQ RAMMER","MTX60HD","","D7418","","5",82,708,"308970","",2018
1,"73231","MQ RAMMER","MTX60HD","","D7416","","5",82,708,"308970","",2018
1,"73241","MQ RAMMER","MTX60HD","","D6706","","4",0,708,"","",2018
1,"73251","MQ RAMMER","MTX60HD","","D7417","","5",82,708,"308970","",2018
1,"73261","GRUNDOMAT","3 IN","","P75512 S 9630","","5",52,778,"305970","",2018
1,"73271","GRUNDOMAT","2 IN","","P55636 S 4536","","5",52,778,"305970","",2018
1,"90340","COPIER-CARSON","ALTALINK B8090","","3AG874158","","5",82,990,"308970","",2018
1,"20811","KENWORTH","T370","VAC TRUCK","2NKHLJ9X7HM161135","54999","5",32,260,"303970","",2017
1,"90350","CARSON CITY CCTV","","","","","5",82,990,"308970","",2018
1,"64770","JOHN DEERE","825IPSG & Y (GATOR)","GATOR","1M0825GEEGM115918","","5",2,690,"300970","",2016
1,"64780","REVERSIBLE PLAT HATZ","1B50 20 WIDE MQ","","D1682","","5",82,690,"308970","",2019
1,"73281","MQ RAMMER","MTX60HD","","D8040","","5",82,708,"308970","",2019
1,"73291","MQ RAMMER","MTX60HD","","D8031","","5",2,708,"300970","",2019
